pmid,title,abstract,group,endpoint,timepoint,value,treatment,group_raw
31772776,Achieving PSA < 0.2 ng/ml before Radiation Therapy Is a Strong Predictor of Treatment Success in Patients with High-Risk Locally Advanced Prostate Cancer.,"BACKGROUND: To predict long-term treatment outcome of radiation therapy (RT) plus androgen deprivation therapy (ADT) for high-risk locally advanced prostate cancer. METHODS: In total, 204 patients with the National Comprehensive Cancer Network (NCCN) high risk locally advanced prostate cancer (PSA > 20 ng/ml, Gleason score ≧ 8, clinical T stage ≧ 3a) were treated with definitive RT with ADT. Median follow up period was 113 months (IQR: 95-128). Median neoadjuvant ADT and total ADT duration were 7 months (IQR: 6-10) and 27 months (IQR: 14-38), respectively. RESULTS: PSA recurrence-free survival (PSA-RFS), cancer specific survival (CSS), and overall survival (OS) rates at 5 years were 84.1%, 98.5%, and 93.6%, respectively, and 67.9%, 91.2%, and 78.1%, respectively, at 10 years. Pre-RT PSA less than 0.2 ng/ml was associated with superior outcomes of PSA-RFS (HR = 0.42, 95% CI: 0.25-0.70, p = 0.001), CSS (HR = 0.27, 95% CI: 0.09-0.82, p = 0.013), and OS (HR = 0.48, 95% CI: 0.26-0.91, p = 0.021). On multivariate analysis, age (≥70 y.o.) and pre-RT PSA (≥0.2 ng/ml) were factors predictive of poorer OS (p = 0.032) , but iPSA, T stage, Gleason score, number of NCCN high-risk criteria, a combination with anti-androgen therapy and neoadjuvant ADT duration were not predictive of treatment outcome. CONCLUSION: In patient with high-risk prostate cancer, RT plus ADT achieved good oncologic outcomes. PSA < 0.2 ng/ml before radiation therapy is a strong independent predictor for long overall survival.",high,overall survival,5-year,93.60%,ADT + Std EBRT,high-risk
31772776,Achieving PSA < 0.2 ng/ml before Radiation Therapy Is a Strong Predictor of Treatment Success in Patients with High-Risk Locally Advanced Prostate Cancer.,"BACKGROUND: To predict long-term treatment outcome of radiation therapy (RT) plus androgen deprivation therapy (ADT) for high-risk locally advanced prostate cancer. METHODS: In total, 204 patients with the National Comprehensive Cancer Network (NCCN) high risk locally advanced prostate cancer (PSA > 20 ng/ml, Gleason score ≧ 8, clinical T stage ≧ 3a) were treated with definitive RT with ADT. Median follow up period was 113 months (IQR: 95-128). Median neoadjuvant ADT and total ADT duration were 7 months (IQR: 6-10) and 27 months (IQR: 14-38), respectively. RESULTS: PSA recurrence-free survival (PSA-RFS), cancer specific survival (CSS), and overall survival (OS) rates at 5 years were 84.1%, 98.5%, and 93.6%, respectively, and 67.9%, 91.2%, and 78.1%, respectively, at 10 years. Pre-RT PSA less than 0.2 ng/ml was associated with superior outcomes of PSA-RFS (HR = 0.42, 95% CI: 0.25-0.70, p = 0.001), CSS (HR = 0.27, 95% CI: 0.09-0.82, p = 0.013), and OS (HR = 0.48, 95% CI: 0.26-0.91, p = 0.021). On multivariate analysis, age (≥70 y.o.) and pre-RT PSA (≥0.2 ng/ml) were factors predictive of poorer OS (p = 0.032) , but iPSA, T stage, Gleason score, number of NCCN high-risk criteria, a combination with anti-androgen therapy and neoadjuvant ADT duration were not predictive of treatment outcome. CONCLUSION: In patient with high-risk prostate cancer, RT plus ADT achieved good oncologic outcomes. PSA < 0.2 ng/ml before radiation therapy is a strong independent predictor for long overall survival.",high,cancer-specific survival,5-year,98.50%,ADT + Std EBRT,high-risk
30240689,Active Surveillance for Localized Prostate Cancer: Nationwide Observational Study.,"PURPOSE: The objective of this study was to investigate nationwide survival outcomes in men with localized prostate cancer managed on active surveillance. MATERIALS AND METHODS: A total of 936 men with localized prostate cancer were initiated on active surveillance in Denmark in 2002 to 2012. Kaplan-Meier estimated curative treatment-free, hormonal therapy-free, castration resistant prostate cancer-free and cause specific survival was calculated. RESULTS: Prostate cancer was classified as very low risk in 223 men, low risk in 436, intermediate risk in 259 (87% were at favorable intermediate risk) and high risk in 18. Median followup was 7.5 years (IQR 6.1-9.1). Kaplan-Meier estimated 10-year curative treatment-free survival was 62.8% (95% CI 59.1-66.3), 10-year hormonal therapy-free survival was 92.2% (95% CI 89.2-94.4), 10-year castration resistant prostate cancer-free survival was 97.2% (95% CI 95.3-98.4) and 10-year cause specific survival was 99.6% (95% CI 98.6-99.9). Compared to men with low risk prostate cancer, those with intermediate risk prostate cancer had higher curative treatment-free survival (69% vs 56%, p = 0.008), lower hormonal therapy-free survival (88% vs 95%, p = 0.005) and similar castration resistant prostate cancer-free survival (95% vs 99%, p = 0.17). CONCLUSIONS: In this nationwide cohort 10-year cause specific survival was similar to that in prospective active surveillance cohorts. Our study supports the use of active surveillance in men with localized prostate cancer, including men with favorable intermediate risk characteristics.",intermediate,hormonal therapy-free survival,10-year,88%,other,intermediate-risk
30240689,Active Surveillance for Localized Prostate Cancer: Nationwide Observational Study.,"PURPOSE: The objective of this study was to investigate nationwide survival outcomes in men with localized prostate cancer managed on active surveillance. MATERIALS AND METHODS: A total of 936 men with localized prostate cancer were initiated on active surveillance in Denmark in 2002 to 2012. Kaplan-Meier estimated curative treatment-free, hormonal therapy-free, castration resistant prostate cancer-free and cause specific survival was calculated. RESULTS: Prostate cancer was classified as very low risk in 223 men, low risk in 436, intermediate risk in 259 (87% were at favorable intermediate risk) and high risk in 18. Median followup was 7.5 years (IQR 6.1-9.1). Kaplan-Meier estimated 10-year curative treatment-free survival was 62.8% (95% CI 59.1-66.3), 10-year hormonal therapy-free survival was 92.2% (95% CI 89.2-94.4), 10-year castration resistant prostate cancer-free survival was 97.2% (95% CI 95.3-98.4) and 10-year cause specific survival was 99.6% (95% CI 98.6-99.9). Compared to men with low risk prostate cancer, those with intermediate risk prostate cancer had higher curative treatment-free survival (69% vs 56%, p = 0.008), lower hormonal therapy-free survival (88% vs 95%, p = 0.005) and similar castration resistant prostate cancer-free survival (95% vs 99%, p = 0.17). CONCLUSIONS: In this nationwide cohort 10-year cause specific survival was similar to that in prospective active surveillance cohorts. Our study supports the use of active surveillance in men with localized prostate cancer, including men with favorable intermediate risk characteristics.",low,hormonal therapy-free survival,10-year,95%,other,low-risk
30880568,Age-dependent overall survival benefit of androgen deprivation therapy for metastatic prostate cancer.,"BACKGROUND: Androgen deprivation therapy (ADT) remains a standard of care in metastatic prostate cancer. Recent prospective trials have explored addition of chemotherapy to ADT. We retrospectively examined overall survival in metastatic prostate cancer patients treated with ADT, chemotherapy plus ADT (C + ADT), or observation from 2004 to 2010 using National Cancer Database data. METHODS: Using the National Cancer Database, 21,977 patients with metastatic prostate cancer diagnosed from 2004 to 2010 were identified. Multivariate logistic regression, Kaplan-Meier survival analysis and Cox proportional hazards regression modeling were implemented, with overall survival as the primary endpoint. RESULTS: Five-year overall survival was 13.6% in patients aged ≥ 75 years vs. 30.1% (age 65-74) and 34.5% (age 18-64). Subgroup analysis of age-based cohorts (<65 and ≥65 years) showed poor overall survival for C + ADT vs. ADT alone, both in younger (HR 1.35, 95% CI 1.21-1.50; p < 0.0001) as well as older (HR 1.21, 95% CI 1.08-1.34; p = 0.0006) populations. Younger patients had no significant difference in overall survival for observation vs. ADT (HR 0.99, 95% CI 0.92-1.08; p = 0.9121). Besides age, other factors impacting overall survival included race, rural/urban settings, comorbidity score, income, PSA and radiation. DISCUSSION: Younger patients had no significant difference in overall survival between observation or ADT. This implies a group of younger patients in whom ADT does not confer any overall survival benefit. Future clinical trials with genetic and biologic markers are needed to delineate which subgroups would not benefit from C + ADT or ADT alone. This is of utmost clinical importance given the negative impact of ADT on quality of life and comorbidities.",high,overall survival,5-year,30.10%,other,high-risk
30880568,Age-dependent overall survival benefit of androgen deprivation therapy for metastatic prostate cancer.,"BACKGROUND: Androgen deprivation therapy (ADT) remains a standard of care in metastatic prostate cancer. Recent prospective trials have explored addition of chemotherapy to ADT. We retrospectively examined overall survival in metastatic prostate cancer patients treated with ADT, chemotherapy plus ADT (C + ADT), or observation from 2004 to 2010 using National Cancer Database data. METHODS: Using the National Cancer Database, 21,977 patients with metastatic prostate cancer diagnosed from 2004 to 2010 were identified. Multivariate logistic regression, Kaplan-Meier survival analysis and Cox proportional hazards regression modeling were implemented, with overall survival as the primary endpoint. RESULTS: Five-year overall survival was 13.6% in patients aged ≥ 75 years vs. 30.1% (age 65-74) and 34.5% (age 18-64). Subgroup analysis of age-based cohorts (<65 and ≥65 years) showed poor overall survival for C + ADT vs. ADT alone, both in younger (HR 1.35, 95% CI 1.21-1.50; p < 0.0001) as well as older (HR 1.21, 95% CI 1.08-1.34; p = 0.0006) populations. Younger patients had no significant difference in overall survival for observation vs. ADT (HR 0.99, 95% CI 0.92-1.08; p = 0.9121). Besides age, other factors impacting overall survival included race, rural/urban settings, comorbidity score, income, PSA and radiation. DISCUSSION: Younger patients had no significant difference in overall survival between observation or ADT. This implies a group of younger patients in whom ADT does not confer any overall survival benefit. Future clinical trials with genetic and biologic markers are needed to delineate which subgroups would not benefit from C + ADT or ADT alone. This is of utmost clinical importance given the negative impact of ADT on quality of life and comorbidities.",high,overall survival,5-year,34.50%,other,high-risk
31153759,"Biochemical outcomes and predictive factors by risk group after permanent iodine-125 seed implantation: Prospective cohort study in 2,316 patients.","PURPOSE: To evaluate the biochemical freedom from failure (bFFF) by risk group and treatment modality and the predictive factors of bFFF by risk group in patients with prostate cancer undergoing permanent seed implantation (PI) with or without external beam radiation therapy (EBRT) in a nationwide prospective cohort study (Japanese Prostate Cancer Outcome Study of Permanent Iodine-125 [I-125] Seed Implantation) in Japan during the first 2 years. METHODS AND MATERIALS: The analyses included 2,316 participants in 42 institutions; bFFF was evaluated using the Phoenix definition and calculated using the Kaplan-Meier method, and the Cox proportional hazards model was used to identify the factors associated with bFFF. RESULTS: Median followup period was 60.0 months. The 5-year bFFF rates in all patients, 1,028 low-risk patients, 1,114 intermediate-risk patients, and 133 high-risk patients were 93.6%, 94.9%, 92.7%, and 91.1%, respectively. The 5-year bFFF rates in the PI group and EBRT combination therapy group were 93.7% and 93.3%, respectively. In a multivariate analysis, younger age, higher Gleason score (GS), higher percent positive biopsies (%PB), and lower prostate V100 (p = 0.0012, 0.0030, 0.0026, and 0.0368) in all patients; younger age, higher pretreatment prostate-specific antigen, and lower prostate V100 (p = 0.0002, 0.0048, and 0.0012) in low-risk patients; higher GS, higher %PB, and no hormonal treatment (p = 0.0005, 0.0120, and 0.0022) in intermediate-risk patients; and higher GS and higher %PB (p = 0.0329 and 0.0120) in high-risk patients were significantly associated with bFFF. CONCLUSIONS: PI with or without EBRT resulted in excellent short-term biochemical outcomes in all risk groups, especially in high-risk patients. Age, pretreatment prostate-specific antigen, and prostate V100 in low-risk patients; GS, %PB, and hormonal treatment in intermediate-risk patients; and GS and %PB in high-risk patients were independently affected bFFF.",high,biochemical freedom from failure,5-year,91.10%,other,high-risk
31153759,"Biochemical outcomes and predictive factors by risk group after permanent iodine-125 seed implantation: Prospective cohort study in 2,316 patients.","PURPOSE: To evaluate the biochemical freedom from failure (bFFF) by risk group and treatment modality and the predictive factors of bFFF by risk group in patients with prostate cancer undergoing permanent seed implantation (PI) with or without external beam radiation therapy (EBRT) in a nationwide prospective cohort study (Japanese Prostate Cancer Outcome Study of Permanent Iodine-125 [I-125] Seed Implantation) in Japan during the first 2 years. METHODS AND MATERIALS: The analyses included 2,316 participants in 42 institutions; bFFF was evaluated using the Phoenix definition and calculated using the Kaplan-Meier method, and the Cox proportional hazards model was used to identify the factors associated with bFFF. RESULTS: Median followup period was 60.0 months. The 5-year bFFF rates in all patients, 1,028 low-risk patients, 1,114 intermediate-risk patients, and 133 high-risk patients were 93.6%, 94.9%, 92.7%, and 91.1%, respectively. The 5-year bFFF rates in the PI group and EBRT combination therapy group were 93.7% and 93.3%, respectively. In a multivariate analysis, younger age, higher Gleason score (GS), higher percent positive biopsies (%PB), and lower prostate V100 (p = 0.0012, 0.0030, 0.0026, and 0.0368) in all patients; younger age, higher pretreatment prostate-specific antigen, and lower prostate V100 (p = 0.0002, 0.0048, and 0.0012) in low-risk patients; higher GS, higher %PB, and no hormonal treatment (p = 0.0005, 0.0120, and 0.0022) in intermediate-risk patients; and higher GS and higher %PB (p = 0.0329 and 0.0120) in high-risk patients were significantly associated with bFFF. CONCLUSIONS: PI with or without EBRT resulted in excellent short-term biochemical outcomes in all risk groups, especially in high-risk patients. Age, pretreatment prostate-specific antigen, and prostate V100 in low-risk patients; GS, %PB, and hormonal treatment in intermediate-risk patients; and GS and %PB in high-risk patients were independently affected bFFF.",intermediate,biochemical freedom from failure,5-year,92.70%,other,intermediate-risk
31153759,"Biochemical outcomes and predictive factors by risk group after permanent iodine-125 seed implantation: Prospective cohort study in 2,316 patients.","PURPOSE: To evaluate the biochemical freedom from failure (bFFF) by risk group and treatment modality and the predictive factors of bFFF by risk group in patients with prostate cancer undergoing permanent seed implantation (PI) with or without external beam radiation therapy (EBRT) in a nationwide prospective cohort study (Japanese Prostate Cancer Outcome Study of Permanent Iodine-125 [I-125] Seed Implantation) in Japan during the first 2 years. METHODS AND MATERIALS: The analyses included 2,316 participants in 42 institutions; bFFF was evaluated using the Phoenix definition and calculated using the Kaplan-Meier method, and the Cox proportional hazards model was used to identify the factors associated with bFFF. RESULTS: Median followup period was 60.0 months. The 5-year bFFF rates in all patients, 1,028 low-risk patients, 1,114 intermediate-risk patients, and 133 high-risk patients were 93.6%, 94.9%, 92.7%, and 91.1%, respectively. The 5-year bFFF rates in the PI group and EBRT combination therapy group were 93.7% and 93.3%, respectively. In a multivariate analysis, younger age, higher Gleason score (GS), higher percent positive biopsies (%PB), and lower prostate V100 (p = 0.0012, 0.0030, 0.0026, and 0.0368) in all patients; younger age, higher pretreatment prostate-specific antigen, and lower prostate V100 (p = 0.0002, 0.0048, and 0.0012) in low-risk patients; higher GS, higher %PB, and no hormonal treatment (p = 0.0005, 0.0120, and 0.0022) in intermediate-risk patients; and higher GS and higher %PB (p = 0.0329 and 0.0120) in high-risk patients were significantly associated with bFFF. CONCLUSIONS: PI with or without EBRT resulted in excellent short-term biochemical outcomes in all risk groups, especially in high-risk patients. Age, pretreatment prostate-specific antigen, and prostate V100 in low-risk patients; GS, %PB, and hormonal treatment in intermediate-risk patients; and GS and %PB in high-risk patients were independently affected bFFF.",low,biochemical freedom from failure,5-year,94.90%,other,low-risk
31745702,Cell cycle progression score improves risk stratification in prostate cancer patients with adverse pathology after radical prostatectomy.,"OBJECTIVE: To assess the use of the cell cycle progression (CCP) score versus actual risk stratification practice in making treatment decisions for prostate cancer patients with locally adverse pathology after radical prostatectomy (RP). PATIENTS AND METHODS: Men with adverse pathologic features, pT3 or positive surgical margins who underwent RP in 2010-2014 at Renji hospital were retrospectively analyzed. The primary outcome was biochemical recurrence (BCR) after RP. RNA was quantified from paraffin-embedded RP specimens. The CCP score was calculated as average expression of 31 CCP genes, normalized to 15 housekeeper genes. The prognostic utility of the CCP score was assessed using Kaplan-Meier analysis and multivariable Cox proportional hazards model. RESULTS: Among the 100 men identified, 5-year BCR-free survival for the low- (< 0), intermediate- (0-1) and high- (> 1) CCP score groups was 89.3%, 38.8%, and 12.9%, respectively. In multivariable models adjusting for clinical and pathological variables with the cancer of the prostate risk assessment post-surgical (CAPRA-S) score, both continuous CCP score [hazard ratio (HR) 1.373 per unit score, 95% confidence interval (CI) 1.006-1.874; p = 0.046) and the categorized CCP score (p < 0.001)were independent predictors of BCR. CONCLUSIONS: The present study provides insights into the role the CCP score plays in risk stratification of this cohort and in determining candidacy for deferred secondary treatment. From our perspective, the CCP score allows better stratification and can help identifying patients at lower risk of disease recurrence who could benefit from a wait-and-see policy.",intermediate,biochemical recurrence-free survival,5-year,38.80%,Radical Prostatectomy,intermediate-risk
31745702,Cell cycle progression score improves risk stratification in prostate cancer patients with adverse pathology after radical prostatectomy.,"OBJECTIVE: To assess the use of the cell cycle progression (CCP) score versus actual risk stratification practice in making treatment decisions for prostate cancer patients with locally adverse pathology after radical prostatectomy (RP). PATIENTS AND METHODS: Men with adverse pathologic features, pT3 or positive surgical margins who underwent RP in 2010-2014 at Renji hospital were retrospectively analyzed. The primary outcome was biochemical recurrence (BCR) after RP. RNA was quantified from paraffin-embedded RP specimens. The CCP score was calculated as average expression of 31 CCP genes, normalized to 15 housekeeper genes. The prognostic utility of the CCP score was assessed using Kaplan-Meier analysis and multivariable Cox proportional hazards model. RESULTS: Among the 100 men identified, 5-year BCR-free survival for the low- (< 0), intermediate- (0-1) and high- (> 1) CCP score groups was 89.3%, 38.8%, and 12.9%, respectively. In multivariable models adjusting for clinical and pathological variables with the cancer of the prostate risk assessment post-surgical (CAPRA-S) score, both continuous CCP score [hazard ratio (HR) 1.373 per unit score, 95% confidence interval (CI) 1.006-1.874; p = 0.046) and the categorized CCP score (p < 0.001)were independent predictors of BCR. CONCLUSIONS: The present study provides insights into the role the CCP score plays in risk stratification of this cohort and in determining candidacy for deferred secondary treatment. From our perspective, the CCP score allows better stratification and can help identifying patients at lower risk of disease recurrence who could benefit from a wait-and-see policy.",low,biochemical recurrence-free survival,5-year,89.30%,Radical Prostatectomy,low-risk
30476164,Clinical outcome of high dose rate brachytherapy with external beam radiotherapy for high-risk prostate cancer: a single institutional retrospective study.,": This study investigated the clinical outcome of neoadjuvant androgen deprivation therapy followed by high dose rate brachytherapy (HDR-BT, called NEH) with external beam radiotherapy (EBRT) in high-risk prostate cancer (PCa) patients in our institution. : From 2007 to 2012, 192 high-risk PCa patients underwent neoadjuvant treatment-EBRT-NEH ( n = 192). Relations between clinical factors (prostate-specific antigen; PSA, cT stage, Gleason score) and biochemical recurrence were retrospectively analyzed. : The 5- and 7-year overall survival rates were 97.9 and 91.1%. By PSA levels (PSA 20 ng/ml, 20 ng/ml < PSA≤50 ng/ml and PSA > 50 ng/ml), 5-year biochemical recurrence-free survival rates were 85.7, 84.7 and 54.5%, respectively. There were no significant differences between biochemical recurrence and cT stage or Gleason score. : We found that NEH can contribute to better biochemical recurrence free survival of high-risk PCa patients with PSA below 50 ng/ml. High-risk PCa patients with PSA over 50 ng/ml may require more aggressive local or systemic treatment.",high,biochemical recurrence-free survival,5-year,54.50%,ADT + EBRT + HDR Brachy,high-risk
